Country,Code,Year,avg_years_of_schooling,Both sexes,Male,Female,Continent,suicides_per_100k,gdp
Kyrgyzstan,KGZ,2010,10.6,209,292,123,Asia,143.20000000000002,991
France,FRA,2010,10.9,85,116,55,Europe,211.17000000000002,44747
Latvia,LVA,2010,12.5,178,262,98,Europe,259.34000000000003,11951
Ecuador,ECU,2010,7.9,134,173,94,South America,81.49,5206
Mexico,MEX,2010,8.0,136,178,93,North America,61.01,9991
Estonia,EST,2010,12.5,134,203,68,Europe,229.07,15540
Canada,CAN,2010,12.6,69,85,52,North America,132.67,49974
Chile,CHL,2010,9.8,94,123,64,South America,162.88,13874
Kuwait,KWT,2010,6.8,84,97,62,Asia,10.040000000000001,35171
El Salvador,SLV,2010,7.1,192,280,113,North America,97.92,3318
Georgia,GEO,2010,12.2,157,236,81,Asia,34.33,2775
Lithuania,LTU,2010,11.6,188,281,97,Europe,395.24,12584
Italy,ITA,2011,9.8,58,74,41,Europe,86.08,40210
Latvia,LVA,2011,12.6,167,243,94,Europe,288.75,14447
Singapore,SGP,2011,11.2,59,75,43,Asia,116.96000000000001,76638
Costa Rica,CRI,2011,8.4,100,129,69,North America,89.83,9978
Canada,CAN,2011,12.7,67,81,52,North America,125.02,54841
Jamaica,JAM,2011,9.0,139,170,107,North America,27.86,5552
Bahrain,BHR,2011,8.6,66,68,62,Asia,14.96,26078
Seychelles,SYC,2011,8.4,177,247,96,Africa,51.339999999999996,13204
Bahamas,BHS,2011,11.0,158,198,119,North America,12.99,29761
Japan,JPN,2011,11.8,62,80,44,Asia,252.41,50919
Kyrgyzstan,KGZ,2011,10.6,196,269,122,Asia,126.89,1273
Romania,ROU,2011,10.8,141,199,82,Europe,138.78,9086
Chile,CHL,2011,9.8,90,118,62,South America,160.84,15854
Colombia,COL,2011,7.5,140,187,92,South America,62.879999999999995,7885
Serbia,SRB,2011,10.6,113,151,74,Europe,243.45,6734
Kazakhstan,KAZ,2011,11.5,232,327,136,Asia,293.76,12969
Saint Lucia,LCA,2011,8.4,153,179,126,North America,53.32,8826
Kuwait,KWT,2011,7.0,84,97,61,Asia,11.41,46203
Qatar,QAT,2011,8.7,65,70,50,Asia,18.85,90490
Belize,BLZ,2011,10.5,182,226,136,North America,153.3,5098
South Africa,ZAF,2011,9.9,397,448,350,Africa,9.31,8906
Austria,AUT,2011,11.8,72,94,49,Europe,211.49,53923
Argentina,ARG,2011,9.8,118,152,84,South America,105.87,13946
Trinidad and Tobago,TTO,2011,10.8,180,229,129,North America,138.69,20557
Georgia,GEO,2011,12.2,153,229,81,Asia,36.309999999999995,3435
Turkey,TUR,2011,7.2,114,153,78,Asia,23.07,12237
Turkmenistan,TKM,2011,9.9,190,248,134,Asia,31.63,6319
Ukraine,UKR,2011,11.3,209,305,115,Europe,264.0,3788
Germany,DEU,2011,13.9,75,97,53,Europe,152.82,47947
Denmark,DNK,2011,12.7,78,96,59,Europe,126.33,65598
Finland,FIN,2011,12.3,84,116,51,Europe,203.61,53809
Fiji,FJI,2011,9.8,197,243,147,Oceania,106.97,4862
Ecuador,ECU,2011,8.0,130,166,94,South America,81.8,5836
Estonia,EST,2011,12.5,136,204,70,Europe,229.26,18545
Uzbekistan,UZB,2011,10.9,144,182,107,Asia,67.14,1767
El Salvador,SLV,2011,6.5,189,276,111,North America,115.46,3631
France,FRA,2011,10.9,83,112,54,Europe,211.18,48217
Cyprus,CYP,2011,11.6,58,74,42,Asia,43.78,34249
Thailand,THA,2011,7.5,158,214,101,Asia,77.59,6153
Greece,GRC,2011,10.3,73,102,44,Europe,48.68,26825
Slovenia,SVN,2011,12.2,82,110,51,Europe,281.66,26377
Croatia,HRV,2011,11.0,103,144,62,Europe,221.10999999999999,14890
Iceland,ISL,2011,11.0,51,64,38,Europe,92.95,49861
Portugal,PRT,2011,8.3,84,120,49,Europe,127.86,24337
Hungary,HUN,2011,12.0,147,203,91,Europe,299.85,14827
Australia,AUS,2011,12.5,62,78,46,Oceania,133.22,66770
Spain,ESP,2011,9.5,63,85,41,Europe,88.59,34097
Guyana,GUY,2011,8.2,263,310,214,South America,349.53000000000003,3815
Cuba,CUB,2011,11.3,92,112,71,North America,207.05,6419
Armenia,ARM,2011,11.2,135,202,77,Asia,32.98,3798
Suriname,SUR,2011,7.8,191,242,137,South America,353.31,9184
Guatemala,GTM,2011,5.3,180,235,129,North America,34.69,3661
Sweden,SWE,2011,12.4,58,71,44,Europe,141.77,63380
Grenada,GRD,2011,8.4,150,193,104,North America,20.73,8188
Switzerland,CHE,2011,13.3,54,68,40,Europe,168.22,93053
Ireland,IRL,2011,10.9,67,84,50,Europe,138.58,56655
Barbados,BRB,2011,9.9,106,134,79,North America,0.0,17708
Israel,ISR,2011,12.7,59,75,44,Asia,87.41,37528
Maldives,MDV,2011,5.2,66,79,50,Asia,5.39,8135
New Zealand,NZL,2011,12.0,71,86,57,Oceania,142.82,41184
Mauritius,MUS,2011,8.5,156,212,97,Africa,120.04,9817
Bosnia and Herzegovina,BIH,2011,7.2,100,133,66,Europe,1.31,5076
Malta,MLT,2011,10.5,59,76,41,Europe,47.5,23984
Paraguay,PRY,2011,7.8,150,169,129,South America,67.83,4474
Netherlands,NLD,2011,12.0,64,72,56,Europe,113.08,56667
Mexico,MEX,2011,8.4,133,175,90,North America,65.52,10965
Poland,POL,2011,12.3,128,185,70,Europe,183.86,14686
Belgium,BEL,2011,11.2,81,101,60,Europe,226.71,50893
Norway,NOR,2011,12.8,66,82,50,Europe,146.49,107430
Luxembourg,LUX,2011,11.8,66,81,50,Europe,136.53,122729
Nicaragua,NIC,2011,6.1,158,205,113,North America,89.55,1888
Philippines,PHL,2011,9.0,202,253,147,Asia,44.910000000000004,2662
Lithuania,LTU,2011,11.8,184,272,96,Europe,407.69,15097
Panama,PAN,2011,9.3,117,152,80,North America,62.730000000000004,10403
Bulgaria,BGR,2011,10.7,141,194,86,Europe,133.52,8137
Brazil,BRA,2011,7.1,153,206,100,South America,72.41,14245
Belarus,BLR,2011,12.0,227,338,115,Europe,299.36,6902
Suriname,SUR,2012,7.9,188,238,136,South America,454.11,10227
Cuba,CUB,2012,10.8,96,118,73,North America,204.0,6791
Sweden,SWE,2012,12.4,56,68,44,Europe,148.10999999999999,60776
Estonia,EST,2012,12.5,134,200,68,Europe,241.60999999999999,18411
Guyana,GUY,2012,8.3,272,322,219,South America,367.98,4212
Armenia,ARM,2012,11.3,131,194,75,Asia,36.57,3773
Belgium,BEL,2012,11.2,79,100,58,Europe,217.13,47678
Seychelles,SYC,2012,8.8,174,244,94,Africa,33.5,13044
New Zealand,NZL,2012,12.1,68,82,54,Oceania,158.03,42756
Bahamas,BHS,2012,11.1,163,203,123,North America,11.84,31204
Colombia,COL,2012,7.6,140,186,93,South America,66.45,8586
Brazil,BRA,2012,7.3,150,203,97,South America,74.45,13283
Japan,JPN,2012,12.0,57,75,39,Asia,233.7,51379
Guatemala,GTM,2012,4.6,173,225,125,North America,41.8,3779
Antigua and Barbuda,ATG,2012,9.2,127,151,104,North America,0.0,13657
Serbia,SRB,2012,10.5,111,147,75,Europe,234.53,5933
Malta,MLT,2012,10.8,57,72,41,Europe,59.87,23074
Slovenia,SVN,2012,11.7,81,110,51,Europe,279.74,23820
Croatia,HRV,2012,11.0,103,144,60,Europe,239.01,13952
Uruguay,URY,2012,8.5,118,156,81,South America,264.35,16264
Mauritius,MUS,2012,8.6,152,199,102,Africa,114.25,9884
Austria,AUT,2012,11.8,68,90,46,Europe,206.63,50979
South Africa,ZAF,2012,9.8,361,426,298,Africa,13.56,8347
Netherlands,NLD,2012,12.0,63,72,54,Europe,118.51,52334
Fiji,FJI,2012,10.1,195,241,145,Oceania,91.58,5073
Iceland,ISL,2012,11.5,50,63,38,Europe,145.41,48083
Slovakia,SVK,2012,12.3,115,164,66,Europe,129.48,18256
Panama,PAN,2012,9.5,116,153,77,North America,55.52,11908
Hungary,HUN,2012,12.2,143,197,89,Europe,305.96,13525
Israel,ISR,2012,12.8,58,75,40,Asia,83.79,36263
Ecuador,ECU,2012,8.1,127,158,94,South America,84.88,6364
Australia,AUS,2012,12.6,60,75,44,Oceania,139.57,72669
Italy,ITA,2012,9.9,57,73,41,Europe,85.45,36497
Paraguay,PRY,2012,7.8,149,168,128,South America,63.3,4319
Singapore,SGP,2012,11.3,57,71,44,Asia,141.62,80040
Finland,FIN,2012,12.4,80,109,51,Europe,187.01,50232
Costa Rica,CRI,2012,8.5,99,128,69,North America,80.76,10832
Spain,ESP,2012,9.5,61,82,39,Europe,96.88,30146
Ireland,IRL,2012,11.3,66,82,50,Europe,137.66,53443
France,FRA,2012,11.0,80,108,52,Europe,198.98,45002
Nicaragua,NIC,2012,6.3,155,202,111,North America,72.29,2006
Cyprus,CYP,2012,11.8,55,73,36,Asia,42.9,30752
Uzbekistan,UZB,2012,11.1,145,184,107,Asia,77.53,1964
El Salvador,SLV,2012,6.7,186,273,109,North America,123.14,3806
Mexico,MEX,2012,8.6,131,171,91,North America,63.43,10982
Latvia,LVA,2012,12.6,162,241,86,Europe,267.68,14558
Romania,ROU,2012,10.9,141,198,82,Europe,142.03,9015
Chile,CHL,2012,9.9,89,116,61,South America,148.41,16617
Greece,GRC,2012,10.3,72,100,44,Europe,53.32,23309
Kazakhstan,KAZ,2012,11.5,224,316,133,Asia,271.02,13845
Thailand,THA,2012,7.7,155,212,98,Asia,80.69,6584
Kyrgyzstan,KGZ,2012,10.7,189,262,116,Asia,140.66,1339
Norway,NOR,2012,12.6,60,74,45,Europe,126.0,108408
Poland,POL,2012,11.7,126,181,69,Europe,192.37,13894
Belize,BLZ,2012,10.5,183,227,136,North America,73.45,5264
Germany,DEU,2012,14.0,73,94,51,Europe,148.31,45142
Argentina,ARG,2012,9.8,118,152,83,South America,119.82,14203
Turkmenistan,TKM,2012,9.8,189,246,135,Asia,30.599999999999998,7498
Lithuania,LTU,2012,11.7,180,267,93,Europe,374.12,15099
Canada,CAN,2012,12.8,68,82,52,North America,127.88,55347
Bulgaria,BGR,2012,10.8,137,189,82,Europe,164.17,7745
Grenada,GRD,2012,8.4,147,190,101,North America,18.009999999999998,8382
Turkey,TUR,2012,7.5,112,149,77,Asia,28.400000000000002,12671
Barbados,BRB,2012,10.5,108,141,78,North America,0.0,17620
Georgia,GEO,2012,12.5,157,235,82,Asia,34.88,3772
Denmark,DNK,2012,12.8,75,91,57,Europe,143.21,62071
Saint Lucia,LCA,2012,8.4,153,179,126,North America,85.03,8764
Portugal,PRT,2012,8.5,81,116,47,Europe,139.4,21573
Kuwait,KWT,2012,7.2,83,96,61,Asia,15.59,49781
Switzerland,CHE,2012,13.4,54,67,40,Europe,165.39,87951
Bahrain,BHR,2012,8.8,66,68,61,Asia,8.68,25587
Luxembourg,LUX,2012,11.8,63,77,48,Europe,140.18,113120
Ukraine,UKR,2012,11.3,211,308,117,Europe,268.47,4096
Qatar,QAT,2012,9.2,65,69,49,Asia,13.27,93270
Iceland,ISL,2013,11.9,53,68,38,Europe,221.24,51749
Nicaragua,NIC,2013,6.4,153,199,109,North America,80.97,2062
Argentina,ARG,2013,9.8,116,151,82,South America,103.42,14206
Mauritius,MUS,2013,8.9,145,193,95,Africa,97.67,10572
Panama,PAN,2013,9.7,114,146,80,North America,49.31,13189
Georgia,GEO,2013,12.6,158,236,82,Asia,55.57,3850
Croatia,HRV,2013,11.0,96,132,59,Europe,210.3,14362
South Africa,ZAF,2013,9.9,335,401,270,Africa,14.9,7612
Hungary,HUN,2013,12.0,136,186,87,Europe,266.23,14333
Germany,DEU,2013,14.0,73,93,51,Europe,153.07999999999998,48563
Turkmenistan,TKM,2013,9.8,196,260,134,Asia,23.29,8255
Finland,FIN,2013,12.3,78,105,49,Europe,196.83,52572
Sweden,SWE,2013,12.2,56,68,44,Europe,158.20000000000002,64133
France,FRA,2013,11.2,77,104,51,Europe,192.33,46922
Ireland,IRL,2013,11.8,64,80,47,Europe,117.41,56628
Grenada,GRD,2013,8.5,145,188,100,North America,0.0,8789
Armenia,ARM,2013,11.4,121,181,69,Asia,37.48,3957
Guatemala,GTM,2013,4.7,172,226,123,North America,40.69,3947
Brazil,BRA,2013,7.4,148,200,96,South America,73.41,13191
Switzerland,CHE,2013,13.4,53,67,39,Europe,170.26,89634
Suriname,SUR,2013,8.1,186,232,137,South America,286.8,10451
Denmark,DNK,2013,13.2,72,89,54,Europe,134.55,64831
Mexico,MEX,2013,8.4,127,165,89,North America,64.99,11478
Cyprus,CYP,2013,12.0,58,81,35,Asia,64.61,29624
Australia,AUS,2013,12.6,60,75,45,Oceania,138.78,72856
Cuba,CUB,2013,11.0,96,118,72,North America,190.46,7148
Netherlands,NLD,2013,12.1,61,70,51,Europe,125.53,54510
Antigua and Barbuda,ATG,2013,9.2,127,146,109,North America,0.0,13287
Greece,GRC,2013,10.4,68,93,43,Europe,55.11,22994
Thailand,THA,2013,7.5,154,211,96,Asia,79.56,6917
Norway,NOR,2013,12.7,61,75,46,Europe,127.01,109804
Spain,ESP,2013,9.5,59,79,39,Europe,101.32,30792
Guyana,GUY,2013,8.3,263,311,212,South America,356.38,4372
El Salvador,SLV,2013,6.6,184,271,107,North America,116.06,3885
Slovenia,SVN,2013,11.7,78,105,48,Europe,283.02,24697
New Zealand,NZL,2013,12.1,66,81,52,Oceania,144.55,46198
Paraguay,PRY,2013,8.3,148,168,127,South America,75.39,5006
Bahrain,BHR,2013,9.0,63,68,53,Asia,2.49,26793
Poland,POL,2013,12.1,121,174,67,Europe,187.59,14552
Italy,ITA,2013,10.3,56,71,40,Europe,84.86,37050
Singapore,SGP,2013,11.4,56,72,40,Asia,137.87,83151
Kyrgyzstan,KGZ,2013,10.7,183,254,112,Asia,109.84,1463
Colombia,COL,2013,7.8,139,185,93,South America,63.53,8731
Costa Rica,CRI,2013,8.5,97,126,68,North America,89.26,11443
Seychelles,SYC,2013,9.1,171,241,93,Africa,131.4,16090
Bahamas,BHS,2013,11.1,166,207,126,North America,13.91,30455
Luxembourg,LUX,2013,11.8,60,76,43,Europe,91.48,120423
Malta,MLT,2013,11.0,57,73,40,Europe,57.22,25191
Estonia,EST,2013,12.6,122,176,68,Europe,231.92000000000002,20221
Belarus,BLR,2013,12.0,183,273,95,Europe,273.32,8477
Romania,ROU,2013,10.9,134,188,79,Europe,137.99,10080
Bulgaria,BGR,2013,10.9,135,185,82,Europe,134.16,8057
Japan,JPN,2013,12.2,56,73,38,Asia,231.16,42781
Uzbekistan,UZB,2013,11.3,141,179,104,Asia,78.86,2150
Kuwait,KWT,2013,6.7,82,96,60,Asia,9.879999999999999,48729
Israel,ISR,2013,12.8,59,76,42,Asia,74.21,40477
Chile,CHL,2013,9.9,90,117,62,South America,134.52,17140
Slovakia,SVK,2013,12.2,111,156,65,Europe,143.91,19226
Turkey,TUR,2013,7.7,109,145,75,Asia,35.42,13603
Kazakhstan,KAZ,2013,11.6,211,299,122,Asia,296.67,15552
Saint Lucia,LCA,2013,8.4,149,181,117,North America,114.1,9041
Portugal,PRT,2013,8.6,78,113,46,Europe,132.73,22641
Austria,AUT,2013,11.9,67,88,45,Europe,212.12,53229
Qatar,QAT,2013,9.9,65,69,48,Asia,8.23,93066
Uruguay,URY,2013,8.5,117,155,79,South America,249.09,18179
Belgium,BEL,2013,11.4,77,95,58,Europe,201.54999999999998,49489
Lithuania,LTU,2013,11.9,179,267,91,Europe,444.56,16538
Canada,CAN,2013,12.9,66,81,51,North America,133.09,55310
Ecuador,ECU,2013,8.3,122,152,91,South America,62.88,6769
Barbados,BRB,2013,10.5,101,129,76,North America,0.0,17395
Latvia,LVA,2013,12.7,164,239,92,Europe,242.19,15820
Belize,BLZ,2013,10.5,184,227,138,North America,56.4,5272
Serbia,SRB,2013,10.4,107,142,72,Europe,217.73,6662
Ukraine,UKR,2014,11.3,212,312,113,Europe,250.5,3299
Luxembourg,LUX,2014,12.0,55,69,39,Europe,147.88,126352
Bosnia and Herzegovina,BIH,2014,9.2,96,126,65,Europe,109.5,5079
Switzerland,CHE,2014,13.4,50,63,37,Europe,162.1,90809
El Salvador,SLV,2014,6.5,182,269,105,North America,101.84,3965
Armenia,ARM,2014,11.5,118,180,66,Asia,37.01,4142
Saint Lucia,LCA,2014,8.7,145,179,112,North America,91.56,9372
Ireland,IRL,2014,12.3,62,78,46,Europe,119.68,59634
Thailand,THA,2014,7.6,151,208,94,Asia,76.96000000000001,6662
Chile,CHL,2014,10.1,88,116,60,South America,137.37,15883
Lithuania,LTU,2014,13.0,167,250,85,Europe,401.27,17442
Georgia,GEO,2014,12.6,155,231,81,Asia,74.49,4757
Argentina,ARG,2014,9.8,113,145,80,South America,111.35,13400
Portugal,PRT,2014,8.9,77,110,45,Europe,153.89000000000001,23091
Nicaragua,NIC,2014,6.5,150,196,107,North America,71.4,2199
Denmark,DNK,2014,12.8,68,85,51,Europe,137.73,66114
Germany,DEU,2014,14.0,70,90,49,Europe,153.04,50167
Qatar,QAT,2014,9.8,64,68,48,Asia,18.99,91587
Latvia,LVA,2014,12.9,159,234,86,Europe,248.81,16544
Norway,NOR,2014,12.5,57,69,43,Europe,127.22999999999999,103443
Estonia,EST,2014,12.6,124,183,65,Europe,258.91,21117
Kyrgyzstan,KGZ,2014,10.8,175,243,106,Asia,111.79,1465
Turkmenistan,TKM,2014,9.8,199,265,135,Asia,28.15,9046
Greece,GRC,2014,10.5,67,92,42,Europe,59.82,22834
Belize,BLZ,2014,10.5,183,226,137,North America,90.95,5448
Romania,ROU,2014,10.9,140,196,82,Europe,131.03,10526
Poland,POL,2014,11.3,115,164,64,Europe,178.3,15119
Cyprus,CYP,2014,11.9,61,79,44,Asia,57.1,29024
Grenada,GRD,2014,8.6,143,186,98,North America,0.0,9456
Sweden,SWE,2014,12.3,55,67,43,Europe,149.05,62956
Uzbekistan,UZB,2014,11.3,139,177,102,Asia,85.12,2309
Costa Rica,CRI,2014,8.6,95,125,65,North America,70.85,11485
Kuwait,KWT,2014,6.9,81,95,59,Asia,15.86,43774
Singapore,SGP,2014,11.4,55,69,40,Asia,131.78,84442
Spain,ESP,2014,9.7,58,77,38,Europe,104.35000000000001,31171
Italy,ITA,2014,10.1,54,68,39,Europe,82.13,37035
Panama,PAN,2014,9.9,111,144,77,North America,55.980000000000004,14181
Paraguay,PRY,2014,8.2,147,166,126,South America,72.15,5254
Slovakia,SVK,2014,12.3,109,155,62,Europe,132.82,19679
Finland,FIN,2014,12.4,73,100,45,Europe,177.16,52832
Iceland,ISL,2014,12.2,55,67,42,Europe,197.96,56833
Israel,ISR,2014,12.9,58,74,42,Asia,71.25999999999999,41869
Croatia,HRV,2014,11.1,94,130,57,Europe,222.04,14299
Belgium,BEL,2014,11.5,73,91,54,Europe,201.85,50173
South Africa,ZAF,2014,10.0,316,377,258,Africa,15.08,7174
Austria,AUT,2014,12.1,65,84,45,Europe,209.82,54278
Mauritius,MUS,2014,9.1,148,194,99,Africa,115.45,11120
Ecuador,ECU,2014,8.5,119,149,89,South America,66.02,7116
Uruguay,URY,2014,8.6,114,150,79,South America,248.64,18012
Slovenia,SVN,2014,11.9,70,94,44,Europe,240.37,25569
Cuba,CUB,2014,11.2,95,119,71,North America,184.63,7459
Malta,MLT,2014,11.1,53,69,36,Europe,102.08,27634
Hungary,HUN,2014,11.8,133,183,85,Europe,244.31,14886
Netherlands,NLD,2014,12.1,59,67,51,Europe,121.42,55325
Mexico,MEX,2014,8.4,129,167,91,North America,68.38,11663
Bahrain,BHR,2014,9.1,62,68,50,Asia,6.5200000000000005,27503
Kazakhstan,KAZ,2014,11.7,199,280,119,Asia,257.09,14351
Serbia,SRB,2014,10.7,106,140,72,Europe,216.78,6500
France,FRA,2014,11.4,74,99,50,Europe,179.56,47318
Guatemala,GTM,2014,6.4,169,218,124,North America,45.88,4210
Colombia,COL,2014,8.0,139,185,92,South America,66.62,8591
Australia,AUS,2014,12.7,61,77,45,Oceania,149.07,66809
Brazil,BRA,2014,7.4,145,196,93,South America,73.13,12975
Turkey,TUR,2014,7.6,107,142,74,Asia,30.83,13170
Bulgaria,BGR,2014,10.9,141,191,88,Europe,139.77,8241
Antigua and Barbuda,ATG,2014,9.2,127,144,111,North America,0.0,14093
Suriname,SUR,2014,8.2,184,226,139,South America,357.34000000000003,10530
Seychelles,SYC,2014,9.4,168,238,92,Africa,43.33,16018
Japan,JPN,2014,12.5,54,70,38,Asia,218.21,40328
Belarus,BLR,2014,12.1,175,261,90,Europe,252.91,8849
Oman,OMN,2014,9.3,100,113,71,Asia,1.51,22328
Belize,BLZ,2015,10.5,182,226,135,North America,135.46,5561
Nicaragua,NIC,2015,6.5,148,193,105,North America,69.87,2303
Uruguay,URY,2015,8.7,114,149,80,South America,270.02,16696
Antigua and Barbuda,ATG,2015,9.2,122,140,105,North America,15.62,14853
Ukraine,UKR,2015,11.3,188,276,102,Europe,244.72,2256
Turkmenistan,TKM,2015,9.8,198,262,136,Asia,28.48,7326
Estonia,EST,2015,12.7,116,169,63,Europe,205.38,18149
Finland,FIN,2015,12.4,70,94,44,Europe,161.19,44862
Ecuador,ECU,2015,8.4,117,146,88,South America,97.39,6832
Netherlands,NLD,2015,12.1,58,66,50,Europe,126.93,47206
Spain,ESP,2015,9.7,58,77,39,Europe,97.38000000000001,27108
Denmark,DNK,2015,12.5,66,81,51,Europe,121.42,55972
Turkey,TUR,2015,7.8,106,141,72,Asia,28.47,11961
South Africa,ZAF,2015,10.1,305,362,250,Africa,13.0,6403
Austria,AUT,2015,12.1,64,84,44,Europe,194.62,46484
Mauritius,MUS,2015,9.1,148,195,98,Africa,99.97,10125
Slovenia,SVN,2015,12.0,74,101,45,Europe,264.81,22036
Croatia,HRV,2015,11.2,96,132,59,Europe,229.68,12351
Israel,ISR,2015,13.0,58,75,41,Asia,65.91,39793
Belgium,BEL,2015,11.7,72,89,54,Europe,196.66,42830
Italy,ITA,2015,10.2,55,70,40,Europe,78.45,31537
Singapore,SGP,2015,11.5,54,67,40,Asia,109.28999999999999,81766
Japan,JPN,2015,12.5,53,68,36,Asia,206.04,36510
Malta,MLT,2015,11.2,55,70,39,Europe,78.27,25750
Seychelles,SYC,2015,9.5,166,236,91,Africa,81.25,16005
Kazakhstan,KAZ,2015,11.7,192,272,114,Asia,238.01999999999998,11784
Serbia,SRB,2015,11.0,106,140,72,Europe,205.97,5492
Colombia,COL,2015,8.1,138,183,92,South America,70.39999999999999,6552
Poland,POL,2015,12.1,115,165,63,Europe,166.99,13228
Kyrgyzstan,KGZ,2015,10.8,167,229,106,Asia,98.37,1285
Romania,ROU,2015,10.9,136,191,79,Europe,133.54999999999998,9431
Chile,CHL,2015,10.3,88,115,60,South America,147.68,14729
Latvia,LVA,2015,12.8,154,227,83,Europe,251.47,14382
Qatar,QAT,2015,9.8,63,67,47,Asia,18.84,69937
Luxembourg,LUX,2015,12.0,52,69,33,Europe,134.4,107456
Lithuania,LTU,2015,13.0,165,247,85,Europe,385.48,15073
Panama,PAN,2015,9.9,112,146,77,North America,44.9,15158
Iceland,ISL,2015,12.2,54,68,40,Europe,140.65,54909
Norway,NOR,2015,12.5,54,65,42,Europe,136.43,79187
Thailand,THA,2015,7.6,149,205,92,Asia,81.15,6552
Switzerland,CHE,2015,13.4,50,62,37,Europe,164.66,86068
Grenada,GRD,2015,8.7,141,184,97,North America,0.0,10290
Hungary,HUN,2015,11.8,132,179,86,Europe,257.27,13087
Armenia,ARM,2015,11.6,121,182,69,Asia,45.28,3775
Greece,GRC,2015,10.6,68,92,42,Europe,56.06,18927
Mexico,MEX,2015,8.6,128,167,90,North America,66.57,10228
Guatemala,GTM,2015,6.3,165,213,120,North America,44.85,4472
Cyprus,CYP,2015,11.9,57,75,38,Asia,49.589999999999996,24718
Germany,DEU,2015,14.1,71,92,50,Europe,150.34,43201
Argentina,ARG,2015,9.8,113,145,80,South America,112.13,14981
Brazil,BRA,2015,7.6,145,196,93,South America,77.45,9431
Australia,AUS,2015,12.8,62,79,46,Oceania,154.18,60656
Cuba,CUB,2015,11.4,94,118,70,North America,194.31,8044
Georgia,GEO,2015,12.7,156,232,82,Asia,84.67999999999999,4046
Sweden,SWE,2015,12.4,54,67,40,Europe,149.3,54629
Thailand,THA,2016,7.6,147,203,91,Asia,77.32,6713
Romania,ROU,2016,11.0,135,191,77,Europe,116.33,10020
Qatar,QAT,2016,9.8,62,66,47,Asia,16.43,62484
Hungary,HUN,2016,11.9,126,173,79,Europe,241.34,13448
Armenia,ARM,2016,11.7,116,176,65,Asia,40.56,3788
Grenada,GRD,2016,8.7,140,183,96,North America,0.0,10838
Mongolia,MNG,2016,10.1,211,294,127,Asia,184.39,4145
Netherlands,NLD,2016,12.1,59,66,52,Europe,127.39,48108
Croatia,HRV,2016,11.3,88,124,51,Europe,213.56,12905
Mauritius,MUS,2016,9.3,145,194,94,Africa,99.3,10570
Sweden,SWE,2016,12.4,52,64,40,Europe,138.84,55594
Austria,AUT,2016,12.1,62,80,44,Europe,183.23,46976
Iceland,ISL,2016,12.4,55,67,42,Europe,138.07,64708
Cyprus,CYP,2016,12.1,55,73,37,Asia,47.15,25098
Lithuania,LTU,2016,13.0,155,231,79,Europe,361.72,15742
