Country,Code,Year,avg_years_of_schooling,Both sexes,Male,Female,Continent,suicides_per_100k,gdp
Ukraine,UKR,2009,11.3,235,341,131,Europe,279.26,"117,227,769,792"
Israel,ISR,2009,12.6,61,78,45,Asia,80.32,"207,419,370,241"
Australia,AUS,2009,12.3,65,81,48,Oceania,130.12,"926,448,240,318"
Slovenia,SVN,2009,12.1,91,125,54,Europe,268.71,"50,244,793,832"
Philippines,PHL,2009,9.0,207,260,150,Asia,34.89,"168,334,601,260"
Trinidad and Tobago,TTO,2009,10.7,185,232,134,North America,120.24,"19,175,196,446"
Belize,BLZ,2009,10.4,183,225,138,North America,57.76,"1,336,957,250"
Paraguay,PRY,2009,7.0,154,174,133,South America,67.33,"15,929,902,138"
Fiji,FJI,2009,9.5,203,250,152,Oceania,51.67,"2,870,624,636"
Guatemala,GTM,2009,4.6,191,252,133,North America,57.57,"37,733,994,976"
Japan,JPN,2009,11.4,63,83,41,Asia,266.69,"5,231,382,674,594"
Colombia,COL,2009,7.3,147,198,95,South America,73.83,"233,821,670,544"
Malta,MLT,2009,10.2,61,80,41,Europe,107.12,"8,528,202,278"
Sweden,SWE,2009,12.2,61,75,47,Europe,160.4,"429,657,033,108"
Mauritius,MUS,2009,8.0,165,225,102,Africa,106.07,"9,128,843,109"
Cuba,CUB,2009,10.8,99,120,77,North America,201.32999999999998,"62,080,000,000"
Armenia,ARM,2009,11.1,142,211,82,Asia,33.7,"8,647,936,748"
United Arab Emirates,ARE,2009,9.7,83,89,62,Asia,11.73,"253,547,358,747"
New Zealand,NZL,2009,11.9,73,88,57,Oceania,153.0,"121,338,622,025"
Netherlands,NLD,2009,11.9,65,75,55,Europe,108.3,"857,932,759,100"
Thailand,THA,2009,7.5,164,217,110,Asia,78.56,"281,710,095,725"
Italy,ITA,2009,9.6,60,78,42,Europe,81.92999999999999,"2,185,160,183,384"
Canada,CAN,2009,12.5,71,88,54,North America,130.67,"1,371,153,004,986"
Bulgaria,BGR,2009,10.6,147,205,88,Europe,154.42,"51,884,481,410"
Suriname,SUR,2009,7.7,197,249,142,South America,369.71,"3,875,409,836"
Montenegro,MNE,2009,11.0,115,150,79,Europe,275.93,"4,159,330,370"
Estonia,EST,2009,12.4,154,231,78,Europe,248.67,"19,652,492,637"
Uruguay,URY,2009,8.4,118,157,80,South America,237.75,"31,660,911,277"
Brazil,BRA,2009,6.8,156,210,102,South America,70.37,"1,667,019,780,934"
Spain,ESP,2009,9.3,67,91,42,Europe,98.02,"1,499,099,749,931"
Norway,NOR,2009,12.7,67,83,50,Europe,145.74,"386,622,457,580"
Georgia,GEO,2009,12.2,156,229,87,Asia,65.06,"10,766,809,099"
Oman,OMN,2009,7.7,108,125,78,Asia,21.19,"48,388,296,489"
Mexico,MEX,2009,8.2,136,174,97,North America,64.14,"900,045,362,045"
Denmark,DNK,2009,12.7,84,104,64,Europe,144.7,"321,241,396,034"
Hungary,HUN,2009,11.7,160,224,97,Europe,310.72,"130,593,960,612"
Chile,CHL,2009,9.9,94,125,63,South America,174.29999999999998,"172,389,498,445"
Austria,AUT,2009,11.7,77,103,50,Europe,213.22,"400,172,297,861"
Panama,PAN,2009,9.3,122,161,82,North America,68.29,"27,116,635,600"
Argentina,ARG,2009,9.3,123,158,88,South America,107.32,"332,976,484,578"
Jamaica,JAM,2009,8.8,143,176,110,North America,21.13,"12,038,829,246"
France,FRA,2009,10.8,87,118,56,Europe,216.24,"2,690,222,283,968"
Poland,POL,2009,12.1,137,197,76,Europe,197.1,"439,796,160,379"
Albania,ALB,2009,9.3,103,133,72,Europe,0.0,"12,044,212,904"
Latvia,LVA,2009,12.3,185,270,103,Europe,307.8,"26,169,854,045"
Qatar,QAT,2009,9.2,65,70,51,Asia,19.900000000000002,"97,798,351,648"
Kyrgyzstan,KGZ,2009,10.4,204,278,128,Asia,113.28,"4,690,062,255"
Kuwait,KWT,2009,6.6,85,98,63,Asia,14.81,"105,899,930,507"
Germany,DEU,2009,13.8,80,104,55,Europe,145.52,"3,418,005,001,389"
Belgium,BEL,2009,11.1,84,107,61,Europe,218.35,"484,552,792,442"
Belarus,BLR,2009,11.9,225,334,115,Europe,375.54,"49,209,523,810"
Kazakhstan,KAZ,2009,11.5,240,338,143,Asia,330.07,"115,308,661,143"
Uzbekistan,UZB,2009,10.5,149,187,112,Asia,60.86,"33,689,223,673"
Lithuania,LTU,2009,11.5,197,294,101,Europe,437.07,"37,440,673,478"
Bahrain,BHR,2009,8.4,69,74,60,Asia,24.59,"22,938,218,085"
Greece,GRC,2009,10.1,76,107,44,Europe,40.97,"330,000,252,153"
Switzerland,CHE,2009,13.3,59,76,42,Europe,180.13,"541,506,500,414"
Slovakia,SVK,2009,11.4,130,185,74,Europe,139.08,"88,945,625,174"
Guyana,GUY,2009,8.0,252,295,207,South America,301.78,"2,061,323,854"
Romania,ROU,2009,10.6,160,225,93,Europe,144.02,"172,611,845,342"
Ecuador,ECU,2009,7.9,137,176,97,South America,94.25,"62,519,686,000"
Croatia,HRV,2009,10.6,109,156,61,Europe,254.29,"62,703,143,057"
Serbia,SRB,2009,10.4,120,159,80,Europe,258.43,"42,616,653,300"
Costa Rica,CRI,2009,8.4,96,124,67,North America,77.37,"30,562,361,123"
Finland,FIN,2009,12.2,90,124,56,Europe,228.48999999999998,"251,499,027,508"
El Salvador,SLV,2009,6.5,197,286,116,North America,124.12,"17,601,616,000"
Ireland,IRL,2009,12.1,74,93,54,Europe,132.63,"236,311,336,482"
Turkey,TUR,2009,6.5,118,159,80,Asia,21.29,"644,639,902,581"
Singapore,SGP,2009,10.5,62,80,44,Asia,149.58,"192,408,387,762"
Bahamas,BHS,2009,10.9,166,216,117,North America,15.98,"9,981,960,000"
Grenada,GRD,2009,8.2,158,203,110,North America,0.0,"771,278,111"
Portugal,PRT,2009,7.9,88,124,53,Europe,139.7,"243,745,748,819"
Seychelles,SYC,2009,8.0,183,254,98,Africa,43.81,"847,397,850"
Antigua and Barbuda,ATG,2009,9.3,138,168,110,North America,0.0,"1,224,253,000"
Luxembourg,LUX,2009,11.8,67,83,50,Europe,110.95,"51,370,543,206"
Barbados,BRB,2009,9.3,110,138,84,North America,28.8,"4,434,050,000"
Cyprus,CYP,2009,11.3,68,93,42,Asia,55.53,"25,942,622,951"
Saint Lucia,LCA,2009,7.9,152,185,118,North America,82.32,"1,262,973,407"
Iceland,ISL,2009,10.5,55,69,39,Europe,123.73,"12,944,114,736"
Norway,NOR,2010,12.7,65,79,50,Europe,136.43,"429,130,952,709"
Greece,GRC,2010,10.3,74,102,44,Europe,39.9,"299,361,576,558"
Uruguay,URY,2010,8.4,118,156,80,South America,257.43,"40,284,481,652"
Switzerland,CHE,2010,13.3,57,71,43,Europe,160.52,"583,782,977,866"
Spain,ESP,2010,9.4,65,88,40,Europe,87.44,"1,431,616,749,640"
Suriname,SUR,2010,7.7,194,246,139,South America,425.3,"4,368,398,048"
Bahrain,BHR,2010,8.4,66,67,65,Asia,11.89,"25,713,271,277"
Singapore,SGP,2010,11.2,60,77,43,Asia,129.23,"236,421,782,178"
Bulgaria,BGR,2010,10.6,143,197,88,Europe,158.25,"50,610,058,210"
Seychelles,SYC,2010,8.1,181,251,97,Africa,51.989999999999995,"969,936,525"
Thailand,THA,2010,7.7,161,216,106,Asia,80.5,"341,105,009,515"
Nicaragua,NIC,2010,6.0,160,208,115,North America,88.74,"8,758,622,329"
Finland,FIN,2010,12.3,88,120,54,Europe,215.21,"247,799,815,768"
France,FRA,2010,10.9,85,116,55,Europe,211.17000000000002,"2,642,609,548,930"
Serbia,SRB,2010,10.4,115,154,76,Europe,234.48,"39,460,357,731"
Sweden,SWE,2010,12.3,58,72,43,Europe,146.54,"488,377,689,565"
Belarus,BLR,2010,12.0,226,336,113,Europe,331.98,"57,222,490,769"
Barbados,BRB,2010,9.4,108,137,81,North America,7.62,"4,461,650,000"
Poland,POL,2010,12.2,131,189,71,Europe,190.64,"479,321,460,551"
Uzbekistan,UZB,2010,10.7,145,182,108,Asia,63.230000000000004,"39,332,770,929"
Grenada,GRD,2010,8.3,154,198,107,North America,0.0,"771,015,889"
Albania,ALB,2010,9.3,103,134,73,Europe,41.66,"11,926,953,259"
Belize,BLZ,2010,10.5,182,225,136,North America,61.48,"1,397,113,450"
Portugal,PRT,2010,8.1,86,122,51,Europe,148.84,"238,303,443,425"
Philippines,PHL,2010,8.9,203,255,148,Asia,36.96,"199,590,775,189"
Slovenia,SVN,2010,12.1,87,120,52,Europe,265.59000000000003,"48,013,606,745"
Paraguay,PRY,2010,7.7,152,171,131,South America,54.56,"20,030,528,043"
Qatar,QAT,2010,8.4,65,70,50,Asia,12.83,"125,122,306,346"
Armenia,ARM,2010,11.1,138,203,81,Asia,40.410000000000004,"9,260,284,938"
Oman,OMN,2010,7.9,107,123,76,Asia,3.8000000000000003,"58,642,392,718"
Belgium,BEL,2010,11.1,81,102,59,Europe,220.18,"483,548,031,197"
Bahamas,BHS,2010,10.9,159,205,113,North America,58.32,"10,095,760,000"
South Africa,ZAF,2010,10.0,416,462,375,Africa,13.09,"375,298,134,440"
Slovakia,SVK,2010,11.6,122,175,68,Europe,143.68,"89,501,012,916"
Austria,AUT,2010,11.8,74,100,49,Europe,207.55,"391,892,746,545"
Romania,ROU,2010,10.7,155,218,89,Europe,150.04,"166,658,327,827"
Panama,PAN,2010,9.3,117,153,79,North America,64.0,"29,440,287,600"
Guatemala,GTM,2010,4.9,186,245,131,North America,35.43,"41,338,595,381"
Brazil,BRA,2010,6.9,154,208,100,South America,72.73,"2,208,871,646,203"
Germany,DEU,2010,13.8,78,101,53,Europe,152.17000000000002,"3,417,094,562,649"
Saint Lucia,LCA,2010,8.4,153,183,122,North America,30.31,"1,381,968,259"
Georgia,GEO,2010,12.2,157,236,81,Asia,34.33,"11,638,536,834"
Australia,AUS,2010,12.4,63,80,46,Oceania,132.64000000000001,"1,144,260,547,873"
Guyana,GUY,2010,8.1,258,305,209,South America,403.07,"2,273,225,042"
New Zealand,NZL,2010,12.0,71,87,55,Oceania,152.62,"146,583,831,538"
Cuba,CUB,2010,11.0,97,119,76,North America,202.13,"64,328,000,000"
El Salvador,SLV,2010,7.1,192,280,113,North America,97.92,"18,447,922,400"
Trinidad and Tobago,TTO,2010,10.7,179,226,129,North America,150.5,"22,157,948,396"
Mexico,MEX,2010,8.0,136,178,93,North America,61.01,"1,057,801,282,051"
Latvia,LVA,2010,12.5,178,262,98,Europe,259.34000000000003,"23,757,368,290"
Maldives,MDV,2010,4.9,71,84,56,Asia,1.99,"2,588,176,055"
Ukraine,UKR,2010,11.3,218,317,121,Europe,263.07,"136,013,155,905"
Lithuania,LTU,2010,11.6,188,281,97,Europe,395.24,"37,120,517,694"
Chile,CHL,2010,9.8,94,123,64,South America,162.88,"218,537,551,220"
Colombia,COL,2010,7.4,146,195,95,South America,67.24,"287,018,184,638"
Argentina,ARG,2010,9.8,119,153,85,South America,111.24,"423,627,422,092"
United Arab Emirates,ARE,2010,9.9,81,88,61,Asia,22.71,"289,787,338,325"
Japan,JPN,2010,11.5,61,81,41,Asia,255.48,"5,700,098,114,744"
Iceland,ISL,2010,10.6,53,67,39,Europe,184.27,"13,310,567,803"
Malta,MLT,2010,10.3,58,75,41,Europe,82.11,"8,741,059,603"
Mauritius,MUS,2010,8.2,162,214,107,Africa,111.83,"10,003,670,690"
Hungary,HUN,2010,11.9,152,213,92,Europe,321.31,"130,922,638,689"
Ireland,IRL,2010,12.2,65,81,49,Europe,120.3,"221,951,354,762"
Cyprus,CYP,2010,11.5,65,87,43,Asia,58.88,"25,562,251,656"
Kazakhstan,KAZ,2010,11.4,243,341,143,Asia,320.81,"148,047,348,241"
Turkey,TUR,2010,6.7,116,155,79,Asia,31.69,"771,901,768,698"
Estonia,EST,2010,12.5,134,203,68,Europe,229.07,"19,490,936,349"
Israel,ISR,2010,12.6,60,77,43,Asia,99.47,"233,609,522,091"
Ecuador,ECU,2010,7.9,134,173,94,South America,81.49,"69,555,367,000"
Jamaica,JAM,2010,8.9,139,172,106,North America,1.16,"13,191,645,686"
Croatia,HRV,2010,10.8,106,147,63,Europe,241.97,"59,829,574,391"
Costa Rica,CRI,2010,8.3,106,139,73,North America,84.35,"37,268,635,287"
Kyrgyzstan,KGZ,2010,10.6,209,292,123,Asia,143.20000000000002,"4,794,357,795"
Italy,ITA,2010,9.7,58,75,41,Europe,80.77,"2,125,058,244,243"
Kuwait,KWT,2010,6.8,84,97,62,Asia,10.040000000000001,"115,419,050,942"
Netherlands,NLD,2010,12.0,64,74,55,Europe,109.49000000000001,"836,389,937,229"
Denmark,DNK,2010,12.7,83,102,62,Europe,130.02,"321,995,350,347"
Luxembourg,LUX,2010,11.8,67,83,50,Europe,141.16,"53,212,476,812"
Canada,CAN,2010,12.6,69,85,52,North America,132.67,"1,613,464,422,811"
Turkmenistan,TKM,2010,9.9,188,250,129,Asia,45.75,"22,583,157,895"
Kuwait,KWT,2011,7.0,84,97,61,Asia,11.41,"154,027,536,232"
Fiji,FJI,2011,9.8,197,243,147,Oceania,106.97,"3,774,530,616"
Turkey,TUR,2011,7.2,114,153,78,Asia,23.07,"832,523,681,194"
Saint Lucia,LCA,2011,8.4,153,179,126,North America,53.32,"1,437,684,815"
Switzerland,CHE,2011,13.3,54,68,40,Europe,168.22,"699,579,638,638"
Bahamas,BHS,2011,11.0,158,198,119,North America,12.99,"10,070,450,000"
Seychelles,SYC,2011,8.4,177,247,96,Africa,51.339999999999996,"1,065,826,670"
Qatar,QAT,2011,8.7,65,70,50,Asia,18.85,"167,775,274,725"
Philippines,PHL,2011,9.0,202,253,147,Asia,44.910000000000004,"224,143,083,707"
Armenia,ARM,2011,11.2,135,202,77,Asia,32.98,"10,142,111,334"
Costa Rica,CRI,2011,8.4,100,129,69,North America,89.83,"42,262,697,840"
Ecuador,ECU,2011,8.0,130,166,94,South America,81.8,"79,276,664,000"
Malta,MLT,2011,10.5,59,76,41,Europe,47.5,"9,507,645,260"
Bahrain,BHR,2011,8.6,66,68,62,Asia,14.96,"28,776,595,745"
Belgium,BEL,2011,11.2,81,101,60,Europe,226.71,"527,008,453,887"
Luxembourg,LUX,2011,11.8,66,81,50,Europe,136.53,"60,004,630,234"
Kyrgyzstan,KGZ,2011,10.6,196,269,122,Asia,126.89,"6,197,766,119"
Grenada,GRD,2011,8.4,150,193,104,North America,20.73,"778,648,667"
Cuba,CUB,2011,11.3,92,112,71,North America,207.05,"68,990,000,000"
Trinidad and Tobago,TTO,2011,10.8,180,229,129,North America,138.69,"25,433,011,405"
Sweden,SWE,2011,12.4,58,71,44,Europe,141.77,"563,109,663,291"
Singapore,SGP,2011,11.2,59,75,43,Asia,116.96000000000001,"275,966,926,379"
Belize,BLZ,2011,10.5,182,226,136,North America,153.3,"1,487,005,600"
Bosnia and Herzegovina,BIH,2011,7.2,100,133,66,Europe,1.31,"18,644,723,861"
El Salvador,SLV,2011,6.5,189,276,111,North America,115.46,"20,283,783,700"
Portugal,PRT,2011,8.3,84,120,49,Europe,127.86,"244,895,101,712"
Finland,FIN,2011,12.3,84,116,51,Europe,203.61,"273,674,236,773"
Maldives,MDV,2011,5.2,66,79,50,Asia,5.39,"2,774,351,760"
Lithuania,LTU,2011,11.8,184,272,96,Europe,407.69,"43,476,873,413"
Ireland,IRL,2011,10.9,67,84,50,Europe,138.58,"239,018,536,582"
Colombia,COL,2011,7.5,140,187,92,South America,62.879999999999995,"335,415,156,702"
Poland,POL,2011,12.3,128,185,70,Europe,183.86,"528,832,185,770"
Germany,DEU,2011,13.9,75,97,53,Europe,152.82,"3,757,698,281,118"
Latvia,LVA,2011,12.6,167,243,94,Europe,288.75,"28,223,552,825"
Iceland,ISL,2011,11.0,51,64,38,Europe,92.95,"14,732,689,535"
Norway,NOR,2011,12.8,66,82,50,Europe,146.49,"498,831,558,926"
South Africa,ZAF,2011,9.9,397,448,350,Africa,9.31,"416,878,162,441"
Greece,GRC,2011,10.3,73,102,44,Europe,48.68,"287,797,822,093"
Suriname,SUR,2011,7.8,191,242,137,South America,353.31,"4,422,276,622"
Austria,AUT,2011,11.8,72,94,49,Europe,211.49,"431,120,310,089"
Estonia,EST,2011,12.5,136,204,70,Europe,229.26,"23,170,239,901"
Canada,CAN,2011,12.7,67,81,52,North America,125.02,"1,788,647,906,048"
Denmark,DNK,2011,12.7,78,96,59,Europe,126.33,"344,003,209,696"
Belarus,BLR,2011,12.0,227,338,115,Europe,299.36,"61,757,788,945"
Nicaragua,NIC,2011,6.1,158,205,113,North America,89.55,"9,774,316,692"
Guyana,GUY,2011,8.2,263,310,214,South America,349.53000000000003,"2,576,024,116"
Spain,ESP,2011,9.5,63,85,41,Europe,88.59,"1,488,067,258,325"
New Zealand,NZL,2011,12.0,71,86,57,Oceania,142.82,"168,461,998,741"
Netherlands,NLD,2011,12.0,64,72,56,Europe,113.08,"893,757,287,202"
Italy,ITA,2011,9.8,58,74,41,Europe,86.08,"2,276,292,404,601"
Bulgaria,BGR,2011,10.7,141,194,86,Europe,133.52,"57,418,414,504"
France,FRA,2011,10.9,83,112,54,Europe,211.18,"2,861,408,170,265"
Turkmenistan,TKM,2011,9.9,190,248,134,Asia,31.63,"29,233,333,333"
Thailand,THA,2011,7.5,158,214,101,Asia,77.59,"370,818,747,397"
Israel,ISR,2011,12.7,59,75,44,Asia,87.41,"261,628,548,084"
Georgia,GEO,2011,12.2,153,229,81,Asia,36.309999999999995,"14,434,619,982"
Jamaica,JAM,2011,9.0,139,170,107,North America,27.86,"14,439,910,353"
Mexico,MEX,2011,8.4,133,175,90,North America,65.52,"1,180,489,563,964"
Paraguay,PRY,2011,7.8,150,169,129,South America,67.83,"25,099,681,461"
Kazakhstan,KAZ,2011,11.5,232,327,136,Asia,293.76,"192,626,507,972"
Australia,AUS,2011,12.5,62,78,46,Oceania,133.22,"1,394,280,784,778"
Cyprus,CYP,2011,11.6,58,74,42,Asia,43.78,"27,427,161,523"
Serbia,SRB,2011,10.6,113,151,74,Europe,243.45,"46,466,728,667"
Hungary,HUN,2011,12.0,147,203,91,Europe,299.85,"140,782,064,609"
Mauritius,MUS,2011,8.5,156,212,97,Africa,120.04,"11,518,393,367"
Romania,ROU,2011,10.8,141,199,82,Europe,138.78,"184,367,381,749"
Japan,JPN,2011,11.8,62,80,44,Asia,252.41,"6,157,459,594,824"
Barbados,BRB,2011,9.9,106,134,79,North America,0.0,"4,660,900,000"
Argentina,ARG,2011,9.8,118,152,84,South America,105.87,"530,163,281,575"
Panama,PAN,2011,9.3,117,152,80,North America,62.730000000000004,"34,686,224,300"
Slovenia,SVN,2011,12.2,82,110,51,Europe,281.66,"51,290,792,018"
Chile,CHL,2011,9.8,90,118,62,South America,160.84,"252,251,992,029"
Guatemala,GTM,2011,5.3,180,235,129,North America,34.69,"47,654,841,113"
Brazil,BRA,2011,7.1,153,206,100,South America,72.41,"2,616,201,578,192"
Ukraine,UKR,2011,11.3,209,305,115,Europe,264.0,"163,159,671,670"
Croatia,HRV,2011,11.0,103,144,62,Europe,221.10999999999999,"62,375,044,443"
Uzbekistan,UZB,2011,10.9,144,182,107,Asia,67.14,"45,915,191,189"
Turkmenistan,TKM,2012,9.8,189,246,135,Asia,30.599999999999998,"35,164,210,526"
Antigua and Barbuda,ATG,2012,9.2,127,151,104,North America,0.0,"1,211,411,704"
Croatia,HRV,2012,11.0,103,144,60,Europe,239.01,"56,565,475,275"
Barbados,BRB,2012,10.5,108,141,78,North America,0.0,"4,656,350,000"
Kyrgyzstan,KGZ,2012,10.7,189,262,116,Asia,140.66,"6,605,139,933"
Serbia,SRB,2012,10.5,111,147,75,Europe,234.53,"40,742,313,861"
Saint Lucia,LCA,2012,8.4,153,179,126,North America,85.03,"1,436,803,333"
Sweden,SWE,2012,12.4,56,68,44,Europe,148.10999999999999,"543,880,647,757"
Romania,ROU,2012,10.9,141,198,82,Europe,142.03,"171,664,638,717"
Seychelles,SYC,2012,8.8,174,244,94,Africa,33.5,"1,059,498,884"
Australia,AUS,2012,12.6,60,75,44,Oceania,139.57,"1,543,411,012,580"
France,FRA,2012,11.0,80,108,52,Europe,198.98,"2,683,825,225,093"
Spain,ESP,2012,9.5,61,82,39,Europe,96.88,"1,336,018,949,806"
Italy,ITA,2012,9.9,57,73,41,Europe,85.45,"2,072,823,157,060"
Denmark,DNK,2012,12.8,75,91,57,Europe,143.21,"327,148,899,962"
Israel,ISR,2012,12.8,58,75,40,Asia,83.79,"257,296,579,579"
Suriname,SUR,2012,7.9,188,238,136,South America,454.11,"4,980,000,000"
South Africa,ZAF,2012,9.8,361,426,298,Africa,13.56,"396,332,702,639"
Georgia,GEO,2012,12.5,157,235,82,Asia,34.88,"15,846,474,596"
Austria,AUT,2012,11.8,68,90,46,Europe,206.63,"409,425,234,155"
Ukraine,UKR,2012,11.3,211,308,117,Europe,268.47,"175,781,379,051"
Kuwait,KWT,2012,7.2,83,96,61,Asia,15.59,"174,070,025,009"
Slovenia,SVN,2012,11.7,81,110,51,Europe,279.74,"46,352,802,766"
Uzbekistan,UZB,2012,11.1,145,184,107,Asia,77.53,"51,821,573,338"
Cyprus,CYP,2012,11.8,55,73,36,Asia,42.9,"25,041,372,222"
Slovakia,SVK,2012,12.3,115,164,66,Europe,129.48,"93,413,992,956"
Kazakhstan,KAZ,2012,11.5,224,316,133,Asia,271.02,"207,998,568,866"
Bahamas,BHS,2012,11.1,163,203,123,North America,11.84,"10,720,500,000"
Germany,DEU,2012,14.0,73,94,51,Europe,148.31,"3,543,983,909,148"
Singapore,SGP,2012,11.3,57,71,44,Asia,141.62,"290,673,681,684"
Finland,FIN,2012,12.4,80,109,51,Europe,187.01,"256,706,466,091"
Cuba,CUB,2012,10.8,96,118,73,North America,204.0,"73,141,000,000"
Ireland,IRL,2012,11.3,66,82,50,Europe,137.66,"225,571,853,194"
Bahrain,BHR,2012,8.8,66,68,61,Asia,8.68,"30,749,308,511"
Japan,JPN,2012,12.0,57,75,39,Asia,233.7,"6,203,213,121,334"
Ecuador,ECU,2012,8.1,127,158,94,South America,84.88,"87,924,544,000"
Estonia,EST,2012,12.5,134,200,68,Europe,241.60999999999999,"23,043,864,510"
Argentina,ARG,2012,9.8,118,152,83,South America,119.82,"545,982,375,701"
Armenia,ARM,2012,11.3,131,194,75,Asia,36.57,"10,619,320,049"
Brazil,BRA,2012,7.3,150,203,97,South America,74.45,"2,465,188,674,415"
Canada,CAN,2012,12.8,68,82,52,North America,127.88,"1,824,288,757,448"
Qatar,QAT,2012,9.2,65,69,49,Asia,13.27,"186,833,516,484"
Turkey,TUR,2012,7.5,112,149,77,Asia,28.400000000000002,"873,982,246,102"
Belize,BLZ,2012,10.5,183,227,136,North America,73.45,"1,573,670,250"
Costa Rica,CRI,2012,8.5,99,128,69,North America,80.76,"46,473,128,286"
Belgium,BEL,2012,11.2,79,100,58,Europe,217.13,"497,884,216,569"
Colombia,COL,2012,7.6,140,186,93,South America,66.45,"369,659,700,376"
Hungary,HUN,2012,12.2,143,197,89,Europe,305.96,"127,856,647,108"
Guatemala,GTM,2012,4.6,173,225,125,North America,41.8,"50,388,454,861"
Portugal,PRT,2012,8.5,81,116,47,Europe,139.4,"216,368,178,659"
Luxembourg,LUX,2012,11.8,63,77,48,Europe,140.18,"56,677,961,787"
Norway,NOR,2012,12.6,60,74,45,Europe,126.0,"510,229,136,227"
Grenada,GRD,2012,8.4,147,190,101,North America,18.009999999999998,"799,882,148"
Mexico,MEX,2012,8.6,131,171,91,North America,63.43,"1,201,090,018,604"
Uruguay,URY,2012,8.5,118,156,81,South America,264.35,"51,264,390,116"
Guyana,GUY,2012,8.3,272,322,219,South America,367.98,"2,861,562,266"
Lithuania,LTU,2012,11.7,180,267,93,Europe,374.12,"42,848,195,256"
El Salvador,SLV,2012,6.7,186,273,109,North America,123.14,"21,386,153,000"
Fiji,FJI,2012,10.1,195,241,145,Oceania,91.58,"3,972,012,571"
Greece,GRC,2012,10.3,72,100,44,Europe,53.32,"245,670,666,639"
Bulgaria,BGR,2012,10.8,137,189,82,Europe,164.17,"53,903,022,339"
Malta,MLT,2012,10.8,57,72,41,Europe,59.87,"9,209,559,296"
Mauritius,MUS,2012,8.6,152,199,102,Africa,114.25,"11,668,685,524"
Paraguay,PRY,2012,7.8,149,168,128,South America,63.3,"24,595,319,574"
Netherlands,NLD,2012,12.0,63,72,54,Europe,118.51,"828,946,812,397"
Chile,CHL,2012,9.9,89,116,61,South America,148.41,"267,122,320,057"
Thailand,THA,2012,7.7,155,212,98,Asia,80.69,"397,558,094,270"
Poland,POL,2012,11.7,126,181,69,Europe,192.37,"500,360,816,828"
New Zealand,NZL,2012,12.1,68,82,54,Oceania,158.03,"176,192,886,551"
Switzerland,CHE,2012,13.4,54,67,40,Europe,165.39,"668,043,614,123"
Iceland,ISL,2012,11.5,50,63,38,Europe,145.41,"14,292,008,745"
Panama,PAN,2012,9.5,116,153,77,North America,55.52,"40,429,734,400"
Nicaragua,NIC,2012,6.3,155,202,111,North America,72.29,"10,532,001,130"
Latvia,LVA,2012,12.6,162,241,86,Europe,267.68,"28,119,996,053"
Panama,PAN,2013,9.7,114,146,80,North America,49.31,"45,599,994,000"
Brazil,BRA,2013,7.4,148,200,96,South America,73.41,"2,472,806,919,902"
Slovenia,SVN,2013,11.7,78,105,48,Europe,283.02,"48,116,256,926"
Chile,CHL,2013,9.9,90,117,62,South America,134.52,"278,384,332,694"
Georgia,GEO,2013,12.6,158,236,82,Asia,55.57,"16,140,047,012"
Japan,JPN,2013,12.2,56,73,38,Asia,231.16,"5,155,717,056,271"
Guatemala,GTM,2013,4.7,172,226,123,North America,40.69,"53,851,058,955"
Mauritius,MUS,2013,8.9,145,193,95,Africa,97.67,"12,129,642,296"
Latvia,LVA,2013,12.7,164,239,92,Europe,242.19,"30,254,677,297"
Austria,AUT,2013,11.9,67,88,45,Europe,212.12,"430,068,712,972"
Bulgaria,BGR,2013,10.9,135,185,82,Europe,134.16,"55,758,754,072"
Australia,AUS,2013,12.6,60,75,45,Oceania,138.78,"1,573,696,522,007"
Denmark,DNK,2013,13.2,72,89,54,Europe,134.55,"343,584,385,594"
Israel,ISR,2013,12.8,59,76,42,Asia,74.21,"292,489,185,194"
Netherlands,NLD,2013,12.1,61,70,51,Europe,125.53,"866,680,000,367"
Spain,ESP,2013,9.5,59,79,39,Europe,101.32,"1,361,854,206,549"
France,FRA,2013,11.2,77,104,51,Europe,192.33,"2,811,077,725,704"
New Zealand,NZL,2013,12.1,66,81,52,Oceania,144.55,"190,785,204,764"
Italy,ITA,2013,10.3,56,71,40,Europe,84.86,"2,130,491,320,659"
Suriname,SUR,2013,8.1,186,232,137,South America,286.8,"5,145,757,576"
Antigua and Barbuda,ATG,2013,9.2,127,146,109,North America,0.0,"1,192,925,407"
Uzbekistan,UZB,2013,11.3,141,179,104,Asia,78.86,"57,690,453,461"
Guyana,GUY,2013,8.3,263,311,212,South America,356.38,"2,990,006,534"
Estonia,EST,2013,12.6,122,176,68,Europe,231.92000000000002,"25,137,153,149"
Canada,CAN,2013,12.9,66,81,51,North America,133.09,"1,842,628,005,830"
South Africa,ZAF,2013,9.9,335,401,270,Africa,14.9,"366,829,390,479"
Argentina,ARG,2013,9.8,116,151,82,South America,103.42,"552,025,140,252"
Mexico,MEX,2013,8.4,127,165,89,North America,64.99,"1,274,443,078,609"
Norway,NOR,2013,12.7,61,75,46,Europe,127.01,"523,502,127,660"
Uruguay,URY,2013,8.5,117,155,79,South America,249.09,"57,531,233,351"
Nicaragua,NIC,2013,6.4,153,199,109,North America,80.97,"10,982,972,256"
Cyprus,CYP,2013,12.0,58,81,35,Asia,64.61,"24,084,572,491"
